0.00024414,0,0,0,0,0,0,0,0,0,0
0.00048828,0,0.030321537,0.001152699,0.001847383,0.00278795,0.00216171,0.002340993,0.00188867,0.002184812,0.001762554
0.00073242,0,0.06631441,0.033835914,0.038148603,0.025533301,0.025911772,0.023597116,0.024752601,0.024855001,0.022451053
0.00097656,0,0.092901614,0.054440075,0.059756697,0.039040305,0.042020972,0.038378799,0.041042025,0.04020562,0.036302122
0.0012207,0,0.074166462,0.059555992,0.065269927,0.0369923,0.040710658,0.037261407,0.039932416,0.038850659,0.035149095
0.0014648,0,0.048005243,0.093913328,0.130130253,0.149500287,0.158056853,0.152215942,0.146977144,0.136360285,0.101249283
0.001709,0,0.027547719,0.080306382,0.11779307,0.150393217,0.157364627,0.152293766,0.145547637,0.13374703,0.097714426
0.0019531,0,0.025027853,0.077336774,0.115114279,0.151323011,0.157880724,0.152805767,0.146051446,0.134156631,0.098009339
0.0021973,0,0.020947407,0.01109814,0.015229786,0.019172196,0.020025395,0.020019251,0.019134103,0.016495044,0.012935201
0.0024414,0,0.013731056,0.004898419,0.007740641,0.006380765,0.005989187,0.006999263,0.005638158,0.004823052,0.003054108
0.0026855,0,0.02093389,0.00215274,0.004318833,0.008696649,0.008205128,0.009506021,0.00760793,0.006066601,0.003344761
0.0029297,0,0.0192918,0.001529573,0.0033174,0.005994921,0.005342836,0.006422954,0.004957811,0.00375256,0.001802613
0.0031738,0,0.018670845,0.000309359,0.00082379,0.004464651,0.004210289,0.004904563,0.003989596,0.002818547,0.001351765
0.003418,0,0.008817891,0.000301438,0.000377468,0.001295199,0.001215368,0.001393954,0.001143033,0.000721389,0.00044327
0.0036621,0,0.005795855,0.000169218,0.000257926,0.001515073,0.001853895,0.001847465,0.001440116,0.00086774,0.000370546
0.0039063,0,0.007529696,0.000114004,0.000305587,0.001666093,0.002274433,0.001964119,0.001541452,0.000838371,0.000236979
0.0041504,0,0.009950029,9.10789E-05,0.000320562,0.001777464,0.002447776,0.002149668,0.001611289,0.000851397,0.000184632
0.0043945,0,0.010391169,6.16777E-05,0.000175006,0.001468174,0.001719505,0.001680798,0.001145777,0.000607152,0.000147129
0.0046387,0,0.00666298,0.000104579,3.00844E-05,0.001118989,0.001235971,0.001299664,0.000736995,0.000382981,0.000107557
0.0048828,0,0.003922299,8.86581E-05,6.26157E-05,0.000835627,0.000779225,0.000928197,0.000475506,0.000262603,0.000188052
0.005127,0,0.003913042,0.000113038,0.000105005,0.000618047,0.000648071,0.00074318,0.000465184,0.000209241,0.000144913
0.0053711,0,0.006592938,0.000104833,0.000102167,0.000480872,0.000289133,0.000470304,0.000202224,9.73458E-05,0.000244511
0.0056152,0,0.011541738,0.000123663,8.33292E-05,0.000337962,0.000312186,0.000350365,0.000282621,0.00011461,0.000216724
0.0058594,0,0.01069837,9.17711E-05,5.09953E-05,0.000515524,0.000571353,0.000486565,0.000303494,8.44556E-05,0.000213345
